"Datetime";"Power"
"20230731:19";"295"
"20230731:20";"505"
"20230731:21";"718"
"20230731:22";"572"
"20230731:23";"747"
"20230801:00";"214"
"20230801:01";"590"
"20230801:02";"757"
"20230801:03";"90"
"20230801:04";"176"
"20230801:05";"338"
"20230801:06";"83"
"20230801:07";"569"
"20230801:08";"273"
"20230801:09";"675"
"20230801:10";"729"
"20230801:11";"373"
"20230801:12";"177"
"20230801:13";"386"
"20230801:14";"394"
"20230801:15";"31"
"20230801:16";"756"
"20230801:17";"655"
"20230801:18";"95"
"20230801:19";"916"
"20230801:20";"685"
"20230801:21";"236"
"20230801:22";"238"
"20230801:23";"162"
"20230802:00";"976"
"20230802:01";"731"
"20230802:02";"590"
"20230802:03";"405"
"20230802:04";"540"
"20230802:05";"863"
"20230802:06";"27"
"20230802:07";"746"
"20230802:08";"648"
"20230802:09";"191"
"20230802:10";"838"
"20230802:11";"802"
"20230802:12";"596"
"20230802:13";"229"
"20230802:14";"104"
"20230802:15";"730"
"20230802:16";"305"
"20230802:17";"590"
"20230802:18";"621"
"20230802:19";"504"
"20230802:20";"718"
"20230802:21";"789"
"20230802:22";"508"
"20230802:23";"300"
"20230803:00";"830"
"20230803:01";"156"
"20230803:02";"674"
"20230803:03";"988"
"20230803:04";"111"
"20230803:05";"566"
"20230803:06";"897"
"20230803:07";"785"
"20230803:08";"936"
"20230803:09";"72"
"20230803:10";"792"
"20230803:11";"311"
"20230803:12";"687"
"20230803:13";"930"
"20230803:14";"133"
"20230803:15";"222"
"20230803:16";"988"
"20230803:17";"937"
"20230803:18";"738"
"20230803:19";"429"
"20230803:20";"530"
"20230803:21";"77"
"20230803:22";"893"
"20230803:23";"56"
"20230804:00";"895"
"20230804:01";"858"
"20230804:02";"912"
"20230804:03";"195"
"20230804:04";"976"
"20230804:05";"394"
"20230804:06";"582"
"20230804:07";"587"
"20230804:08";"926"
"20230804:09";"952"
"20230804:10";"449"
"20230804:11";"740"
"20230804:12";"74"
"20230804:13";"537"
"20230804:14";"444"
"20230804:15";"7"
"20230804:16";"473"
"20230804:17";"705"
"20230804:18";"545"
"20230804:19";"504"
"20230804:20";"809"
"20230804:21";"963"
"20230804:22";"284"
"20230804:23";"619"
"20230805:00";"211"
"20230805:01";"962"
"20230805:02";"899"
"20230805:03";"30"
"20230805:04";"130"
"20230805:05";"299"
"20230805:06";"556"
"20230805:07";"205"
"20230805:08";"265"
"20230805:09";"454"
"20230805:10";"799"
"20230805:11";"817"
"20230805:12";"435"
"20230805:13";"466"
"20230805:14";"84"
"20230805:15";"863"
"20230805:16";"864"
"20230805:17";"402"
"20230805:18";"74"
"20230805:19";"168"
"20230805:20";"234"
"20230805:21";"981"
"20230805:22";"392"
"20230805:23";"39"
"20230806:00";"48"
"20230806:01";"634"
"20230806:02";"868"
"20230806:03";"432"
"20230806:04";"261"
"20230806:05";"427"
"20230806:06";"429"
"20230806:07";"483"
"20230806:08";"263"
"20230806:09";"541"
"20230806:10";"925"
"20230806:11";"888"
"20230806:12";"997"
"20230806:13";"345"
"20230806:14";"922"
"20230806:15";"704"
"20230806:16";"340"
"20230806:17";"294"
"20230806:18";"252"
"20230806:19";"401"
"20230806:20";"216"
"20230806:21";"623"
"20230806:22";"438"
"20230806:23";"319"
"20230807:00";"145"
"20230807:01";"177"
"20230807:02";"339"
"20230807:03";"245"
"20230807:04";"613"
"20230807:05";"696"
"20230807:06";"264"
"20230807:07";"1"
"20230807:08";"368"
"20230807:09";"681"
"20230807:10";"507"
"20230807:11";"575"
"20230807:12";"118"
"20230807:13";"975"
"20230807:14";"312"
"20230807:15";"809"
"20230807:16";"451"
"20230807:17";"534"
"20230807:18";"682"
"20230807:19";"408"
"20230807:20";"194"
"20230807:21";"927"
"20230807:22";"496"
"20230807:23";"405"
"20230808:00";"202"
"20230808:01";"188"
"20230808:02";"479"
"20230808:03";"342"
"20230808:04";"689"
"20230808:05";"599"
"20230808:06";"104"
"20230808:07";"798"
"20230808:08";"429"
"20230808:09";"13"
"20230808:10";"885"
"20230808:11";"331"
"20230808:12";"292"
"20230808:13";"713"
"20230808:14";"365"
"20230808:15";"961"
"20230808:16";"672"
"20230808:17";"933"
"20230808:18";"554"
"20230808:19";"54"
"20230808:20";"740"
"20230808:21";"458"
"20230808:22";"390"
"20230808:23";"163"
"20230809:00";"818"
"20230809:01";"811"
"20230809:02";"265"
"20230809:03";"970"
"20230809:04";"966"
"20230809:05";"512"
"20230809:06";"667"
"20230809:07";"523"
"20230809:08";"532"
"20230809:09";"834"
"20230809:10";"525"
"20230809:11";"131"
"20230809:12";"510"
"20230809:13";"957"
"20230809:14";"292"
"20230809:15";"462"
"20230809:16";"412"
"20230809:17";"340"
"20230809:18";"972"
"20230809:19";"4"
"20230809:20";"528"
"20230809:21";"349"
"20230809:22";"875"
"20230809:23";"713"
"20230810:00";"65"
"20230810:01";"661"
"20230810:02";"185"
"20230810:03";"703"
"20230810:04";"565"
"20230810:05";"43"
"20230810:06";"738"
"20230810:07";"198"
"20230810:08";"93"
"20230810:09";"989"
"20230810:10";"494"
"20230810:11";"399"
"20230810:12";"243"
"20230810:13";"31"
"20230810:14";"97"
"20230810:15";"232"
"20230810:16";"269"
"20230810:17";"680"
"20230810:18";"588"
"20230810:19";"352"
"20230810:20";"823"
"20230810:21";"697"
"20230810:22";"260"
"20230810:23";"436"
"20230811:00";"980"
"20230811:01";"241"
"20230811:02";"421"
"20230811:03";"671"
"20230811:04";"547"
"20230811:05";"804"
"20230811:06";"184"
"20230811:07";"102"
"20230811:08";"757"
"20230811:09";"894"
"20230811:10";"910"
"20230811:11";"431"
"20230811:12";"370"
"20230811:13";"684"
"20230811:14";"342"
"20230811:15";"70"
"20230811:16";"179"
"20230811:17";"569"
"20230811:18";"420"
"20230811:19";"403"
"20230811:20";"356"
"20230811:21";"671"
"20230811:22";"937"
"20230811:23";"787"
"20230812:00";"876"
"20230812:01";"588"
"20230812:02";"39"
"20230812:03";"809"
"20230812:04";"440"
"20230812:05";"970"
"20230812:06";"665"
"20230812:07";"539"
"20230812:08";"54"
"20230812:09";"863"
"20230812:10";"804"
"20230812:11";"785"
"20230812:12";"436"
"20230812:13";"698"
"20230812:14";"304"
"20230812:15";"423"
"20230812:16";"595"
"20230812:17";"11"
"20230812:18";"717"
"20230812:19";"789"
"20230812:20";"91"
"20230812:21";"748"
"20230812:22";"969"
"20230812:23";"351"
"20230813:00";"427"
"20230813:01";"299"
"20230813:02";"848"
"20230813:03";"208"
"20230813:04";"617"
"20230813:05";"865"
"20230813:06";"312"
"20230813:07";"328"
"20230813:08";"755"
"20230813:09";"928"
"20230813:10";"640"
"20230813:11";"459"
"20230813:12";"343"
"20230813:13";"994"
"20230813:14";"918"
"20230813:15";"999"
"20230813:16";"664"
"20230813:17";"949"
"20230813:18";"1"
"20230813:19";"798"
"20230813:20";"853"
"20230813:21";"523"
"20230813:22";"752"
"20230813:23";"38"
"20230814:00";"515"
"20230814:01";"383"
"20230814:02";"637"
"20230814:03";"150"
"20230814:04";"854"
"20230814:05";"774"
"20230814:06";"859"
"20230814:07";"966"
"20230814:08";"379"
"20230814:09";"156"
"20230814:10";"632"
"20230814:11";"425"
"20230814:12";"739"
"20230814:13";"568"
"20230814:14";"809"
"20230814:15";"690"
"20230814:16";"322"
"20230814:17";"97"
"20230814:18";"131"
"20230814:19";"589"
"20230814:20";"546"
"20230814:21";"344"
"20230814:22";"441"
"20230814:23";"183"
"20230815:00";"156"
"20230815:01";"540"
"20230815:02";"107"
"20230815:03";"655"
"20230815:04";"251"
"20230815:05";"53"
"20230815:06";"591"
"20230815:07";"603"
"20230815:08";"11"
"20230815:09";"16"
"20230815:10";"248"
"20230815:11";"314"
"20230815:12";"5"
"20230815:13";"826"
"20230815:14";"997"
"20230815:15";"933"
"20230815:16";"146"
"20230815:17";"553"
"20230815:18";"370"
"20230815:19";"631"
"20230815:20";"937"
"20230815:21";"786"
"20230815:22";"106"
"20230815:23";"654"
"20230816:00";"108"
"20230816:01";"869"
"20230816:02";"293"
"20230816:03";"484"
"20230816:04";"857"
"20230816:05";"573"
"20230816:06";"863"
"20230816:07";"123"
"20230816:08";"728"
"20230816:09";"30"
"20230816:10";"761"
"20230816:11";"383"
"20230816:12";"207"
"20230816:13";"381"
"20230816:14";"102"
"20230816:15";"969"
"20230816:16";"632"
"20230816:17";"587"
"20230816:18";"288"
"20230816:19";"247"
"20230816:20";"797"
"20230816:21";"985"
"20230816:22";"840"
"20230816:23";"547"
"20230817:00";"659"
"20230817:01";"855"
"20230817:02";"237"
"20230817:03";"348"
"20230817:04";"592"
"20230817:05";"652"
"20230817:06";"947"
"20230817:07";"595"
"20230817:08";"618"
"20230817:09";"666"
"20230817:10";"226"
"20230817:11";"351"
"20230817:12";"216"
"20230817:13";"237"
"20230817:14";"936"
"20230817:15";"692"
"20230817:16";"292"
"20230817:17";"752"
"20230817:18";"408"
"20230817:19";"487"
"20230817:20";"616"
"20230817:21";"452"
"20230817:22";"86"
"20230817:23";"576"
"20230818:00";"470"
"20230818:01";"272"
"20230818:02";"837"
"20230818:03";"416"
"20230818:04";"497"
"20230818:05";"95"
"20230818:06";"554"
"20230818:07";"925"
"20230818:08";"408"
"20230818:09";"416"
"20230818:10";"392"
"20230818:11";"335"
"20230818:12";"397"
"20230818:13";"190"
"20230818:14";"607"
"20230818:15";"859"
"20230818:16";"745"
"20230818:17";"454"
"20230818:18";"643"
"20230818:19";"578"
"20230818:20";"296"
"20230818:21";"534"
"20230818:22";"340"
"20230818:23";"303"
"20230819:00";"940"
"20230819:01";"738"
"20230819:02";"76"
"20230819:03";"986"
"20230819:04";"669"
"20230819:05";"385"
"20230819:06";"803"
"20230819:07";"428"
"20230819:08";"123"
"20230819:09";"589"
"20230819:10";"763"
"20230819:11";"391"
"20230819:12";"865"
"20230819:13";"329"
"20230819:14";"26"
"20230819:15";"313"
"20230819:16";"957"
"20230819:17";"244"
"20230819:18";"417"
"20230819:19";"218"
"20230819:20";"425"
"20230819:21";"115"
"20230819:22";"827"
"20230819:23";"234"
"20230820:00";"809"
"20230820:01";"713"
"20230820:02";"456"
"20230820:03";"220"
"20230820:04";"471"
"20230820:05";"714"
"20230820:06";"393"
"20230820:07";"559"
"20230820:08";"803"
"20230820:09";"544"
"20230820:10";"228"
"20230820:11";"264"
"20230820:12";"82"
"20230820:13";"762"
"20230820:14";"506"
"20230820:15";"620"
"20230820:16";"651"
"20230820:17";"50"
"20230820:18";"804"
"20230820:19";"563"
"20230820:20";"409"
"20230820:21";"616"
"20230820:22";"896"
"20230820:23";"655"
"20230821:00";"27"
"20230821:01";"328"
"20230821:02";"791"
"20230821:03";"210"
"20230821:04";"924"
"20230821:05";"225"
"20230821:06";"36"
"20230821:07";"500"
"20230821:08";"490"
"20230821:09";"563"
"20230821:10";"891"
"20230821:11";"872"
"20230821:12";"442"
"20230821:13";"995"
"20230821:14";"490"
"20230821:15";"234"
"20230821:16";"956"
"20230821:17";"806"
"20230821:18";"525"
"20230821:19";"571"
"20230821:20";"547"
"20230821:21";"204"
"20230821:22";"460"
"20230821:23";"635"
"20230822:00";"31"
"20230822:01";"707"
"20230822:02";"98"
"20230822:03";"661"
"20230822:04";"316"
"20230822:05";"702"
"20230822:06";"28"
"20230822:07";"88"
"20230822:08";"41"
"20230822:09";"942"
"20230822:10";"9"
"20230822:11";"31"
"20230822:12";"220"
"20230822:13";"832"
"20230822:14";"784"
"20230822:15";"492"
"20230822:16";"633"
"20230822:17";"715"
"20230822:18";"629"
"20230822:19";"542"
"20230822:20";"321"
"20230822:21";"189"
"20230822:22";"445"
"20230822:23";"14"
"20230823:00";"6"
"20230823:01";"339"
"20230823:02";"392"
"20230823:03";"914"
"20230823:04";"108"
"20230823:05";"857"
"20230823:06";"151"
"20230823:07";"521"
"20230823:08";"560"
"20230823:09";"136"
"20230823:10";"470"
"20230823:11";"479"
"20230823:12";"437"
"20230823:13";"431"
"20230823:14";"857"
"20230823:15";"803"
"20230823:16";"664"
"20230823:17";"514"
"20230823:18";"151"
"20230823:19";"563"
"20230823:20";"3"
"20230823:21";"877"
"20230823:22";"329"
"20230823:23";"726"
"20230824:00";"536"
"20230824:01";"53"
"20230824:02";"851"
"20230824:03";"485"
"20230824:04";"625"
"20230824:05";"902"
"20230824:06";"163"
"20230824:07";"56"
"20230824:08";"802"
"20230824:09";"926"
"20230824:10";"534"
"20230824:11";"315"
"20230824:12";"562"
"20230824:13";"180"
"20230824:14";"609"
"20230824:15";"525"
"20230824:16";"348"
"20230824:17";"726"
"20230824:18";"977"
"20230824:19";"908"
"20230824:20";"530"
"20230824:21";"867"
"20230824:22";"367"
"20230824:23";"370"
"20230825:00";"114"
"20230825:01";"929"
"20230825:02";"531"
"20230825:03";"710"
"20230825:04";"462"
"20230825:05";"693"
"20230825:06";"676"
"20230825:07";"999"
"20230825:08";"27"
"20230825:09";"749"
"20230825:10";"600"
"20230825:11";"672"
"20230825:12";"581"
"20230825:13";"720"
"20230825:14";"868"
"20230825:15";"830"
"20230825:16";"731"
"20230825:17";"377"
"20230825:18";"136"
"20230825:19";"963"
"20230825:20";"80"
"20230825:21";"446"
"20230825:22";"684"
"20230825:23";"263"
"20230826:00";"315"
"20230826:01";"85"
"20230826:02";"430"
"20230826:03";"207"
"20230826:04";"306"
"20230826:05";"907"
"20230826:06";"3"
"20230826:07";"665"
"20230826:08";"619"
"20230826:09";"54"
"20230826:10";"170"
"20230826:11";"264"
"20230826:12";"592"
"20230826:13";"833"
"20230826:14";"674"
"20230826:15";"34"
"20230826:16";"444"
"20230826:17";"546"
"20230826:18";"529"
"20230826:19";"176"
"20230826:20";"28"
"20230826:21";"625"
"20230826:22";"976"
"20230826:23";"950"
"20230827:00";"154"
"20230827:01";"518"
"20230827:02";"924"
"20230827:03";"230"
"20230827:04";"947"
"20230827:05";"610"
"20230827:06";"754"
"20230827:07";"459"
"20230827:08";"614"
"20230827:09";"542"
"20230827:10";"997"
"20230827:11";"94"
"20230827:12";"255"
"20230827:13";"775"
"20230827:14";"744"
"20230827:15";"679"
"20230827:16";"661"
"20230827:17";"989"
"20230827:18";"249"
"20230827:19";"705"
"20230827:20";"786"
"20230827:21";"423"
"20230827:22";"666"
"20230827:23";"461"
"20230828:00";"89"
"20230828:01";"959"
"20230828:02";"192"
"20230828:03";"439"
"20230828:04";"234"
"20230828:05";"147"
"20230828:06";"456"
"20230828:07";"96"
"20230828:08";"98"
"20230828:09";"398"
"20230828:10";"474"
"20230828:11";"535"
"20230828:12";"958"
"20230828:13";"465"
"20230828:14";"547"
"20230828:15";"948"
"20230828:16";"793"
"20230828:17";"280"
"20230828:18";"287"
"20230828:19";"667"
"20230828:20";"249"
"20230828:21";"492"
"20230828:22";"435"
"20230828:23";"51"
"20230829:00";"38"
"20230829:01";"599"
"20230829:02";"296"
"20230829:03";"213"
"20230829:04";"644"
"20230829:05";"530"
"20230829:06";"562"
"20230829:07";"728"
"20230829:08";"425"
"20230829:09";"136"
"20230829:10";"668"
"20230829:11";"99"
"20230829:12";"750"
"20230829:13";"450"
"20230829:14";"186"
"20230829:15";"219"
"20230829:16";"161"
"20230829:17";"275"
"20230829:18";"974"
"20230829:19";"578"
"20230829:20";"821"
"20230829:21";"367"
"20230829:22";"528"
"20230829:23";"587"
"20230830:00";"652"
"20230830:01";"527"
"20230830:02";"466"
"20230830:03";"129"
"20230830:04";"424"
"20230830:05";"802"
"20230830:06";"402"
"20230830:07";"998"
"20230830:08";"697"
"20230830:09";"394"
"20230830:10";"893"
"20230830:11";"448"
"20230830:12";"511"
"20230830:13";"157"
"20230830:14";"977"
"20230830:15";"729"
"20230830:16";"781"
"20230830:17";"655"
"20230830:18";"680"
"20230830:19";"426"
"20230830:20";"518"
"20230830:21";"384"
"20230830:22";"519"
"20230830:23";"905"
"20230831:00";"4"
"20230831:01";"302"
"20230831:02";"861"
"20230831:03";"507"
"20230831:04";"103"
"20230831:05";"523"
"20230831:06";"910"
"20230831:07";"196"
"20230831:08";"529"
"20230831:09";"891"
"20230831:10";"143"
"20230831:11";"558"
"20230831:12";"102"
"20230831:13";"536"
"20230831:14";"554"
"20230831:15";"668"
"20230831:16";"790"
"20230831:17";"224"
"20230831:18";"639"
"20230831:19";"215"
"20230831:20";"844"
"20230831:21";"652"
"20230831:22";"582"
"20230831:23";"886"
"20230901:00";"794"
"20230901:01";"951"
"20230901:02";"430"
"20230901:03";"685"
"20230901:04";"521"
"20230901:05";"810"
"20230901:06";"709"
"20230901:07";"639"
"20230901:08";"677"
"20230901:09";"612"
"20230901:10";"677"
"20230901:11";"83"
"20230901:12";"325"
"20230901:13";"23"
"20230901:14";"262"
"20230901:15";"384"
"20230901:16";"792"
"20230901:17";"713"
"20230901:18";"468"
"20230901:19";"416"
"20230901:20";"530"
"20230901:21";"275"
"20230901:22";"462"
"20230901:23";"170"
"20230902:00";"774"
"20230902:01";"946"
"20230902:02";"235"
"20230902:03";"813"
"20230902:04";"405"
"20230902:05";"240"
"20230902:06";"425"
"20230902:07";"103"
"20230902:08";"220"
"20230902:09";"672"
"20230902:10";"795"
"20230902:11";"288"
"20230902:12";"700"
"20230902:13";"917"
"20230902:14";"487"
"20230902:15";"392"
"20230902:16";"683"
"20230902:17";"867"
"20230902:18";"733"
"20230902:19";"168"
"20230902:20";"194"
"20230902:21";"966"
"20230902:22";"859"
"20230902:23";"372"
"20230903:00";"122"
"20230903:01";"551"
"20230903:02";"935"
"20230903:03";"271"
"20230903:04";"497"
"20230903:05";"422"
"20230903:06";"446"
"20230903:07";"575"
"20230903:08";"123"
"20230903:09";"426"
"20230903:10";"470"
"20230903:11";"799"
"20230903:12";"109"
"20230903:13";"574"
"20230903:14";"895"
"20230903:15";"854"
"20230903:16";"524"
"20230903:17";"521"
"20230903:18";"507"
"20230903:19";"806"
"20230903:20";"521"
"20230903:21";"509"
"20230903:22";"425"
"20230903:23";"694"
"20230904:00";"231"
"20230904:01";"220"
"20230904:02";"525"
"20230904:03";"245"
"20230904:04";"625"
"20230904:05";"404"
"20230904:06";"682"
"20230904:07";"819"
"20230904:08";"947"
"20230904:09";"924"
"20230904:10";"117"
"20230904:11";"584"
"20230904:12";"8"
"20230904:13";"647"
"20230904:14";"737"
"20230904:15";"49"
"20230904:16";"357"
"20230904:17";"494"
"20230904:18";"286"
"20230904:19";"75"
"20230904:20";"799"
"20230904:21";"974"
"20230904:22";"93"
"20230904:23";"726"
"20230905:00";"833"
"20230905:01";"650"
"20230905:02";"778"
"20230905:03";"46"
"20230905:04";"395"
"20230905:05";"200"
"20230905:06";"676"
"20230905:07";"571"
"20230905:08";"187"
"20230905:09";"995"
"20230905:10";"26"
"20230905:11";"958"
"20230905:12";"332"
"20230905:13";"865"
"20230905:14";"570"
"20230905:15";"80"
"20230905:16";"487"
"20230905:17";"498"
"20230905:18";"636"
"20230905:19";"65"
"20230905:20";"532"
"20230905:21";"634"
"20230905:22";"420"
"20230905:23";"12"
"20230906:00";"799"
"20230906:01";"705"
"20230906:02";"431"
"20230906:03";"609"
"20230906:04";"88"
"20230906:05";"173"
"20230906:06";"300"
"20230906:07";"649"
"20230906:08";"746"
"20230906:09";"681"
"20230906:10";"904"
"20230906:11";"363"
"20230906:12";"30"
"20230906:13";"258"
"20230906:14";"7"
"20230906:15";"286"
"20230906:16";"92"
"20230906:17";"647"
"20230906:18";"619"
"20230906:19";"48"
"20230906:20";"934"
"20230906:21";"824"
"20230906:22";"423"
"20230906:23";"508"
"20230907:00";"128"
"20230907:01";"478"
"20230907:02";"444"
"20230907:03";"853"
"20230907:04";"702"
"20230907:05";"863"
"20230907:06";"725"
"20230907:07";"807"
"20230907:08";"709"
"20230907:09";"26"
"20230907:10";"706"
"20230907:11";"171"
"20230907:12";"547"
"20230907:13";"379"
"20230907:14";"928"
"20230907:15";"27"
"20230907:16";"784"
"20230907:17";"141"
"20230907:18";"890"
"20230907:19";"810"
"20230907:20";"936"
"20230907:21";"12"
"20230907:22";"639"
"20230907:23";"968"
"20230908:00";"109"
"20230908:01";"851"
"20230908:02";"542"
"20230908:03";"739"
"20230908:04";"306"
"20230908:05";"13"
"20230908:06";"251"
"20230908:07";"670"
"20230908:08";"572"
"20230908:09";"448"
"20230908:10";"620"
"20230908:11";"864"
"20230908:12";"95"
"20230908:13";"979"
"20230908:14";"168"
"20230908:15";"960"
"20230908:16";"798"
"20230908:17";"882"
"20230908:18";"245"
"20230908:19";"544"
"20230908:20";"188"
"20230908:21";"284"
"20230908:22";"880"
"20230908:23";"653"
"20230909:00";"900"
"20230909:01";"472"
"20230909:02";"125"
"20230909:03";"112"
"20230909:04";"347"
"20230909:05";"903"
"20230909:06";"89"
"20230909:07";"322"
"20230909:08";"346"
"20230909:09";"854"
"20230909:10";"329"
"20230909:11";"318"
"20230909:12";"29"
"20230909:13";"356"
"20230909:14";"566"
"20230909:15";"166"
"20230909:16";"429"
"20230909:17";"650"
"20230909:18";"424"
"20230909:19";"921"
"20230909:20";"782"
"20230909:21";"643"
"20230909:22";"485"
"20230909:23";"592"
"20230910:00";"78"
"20230910:01";"662"
"20230910:02";"340"
"20230910:03";"626"
"20230910:04";"336"
"20230910:05";"855"
"20230910:06";"572"
"20230910:07";"239"
"20230910:08";"589"
"20230910:09";"148"
"20230910:10";"706"
"20230910:11";"663"
"20230910:12";"927"
"20230910:13";"21"
"20230910:14";"71"
"20230910:15";"697"
"20230910:16";"727"
"20230910:17";"59"
"20230910:18";"323"
"20230910:19";"632"
"20230910:20";"972"
"20230910:21";"633"
"20230910:22";"291"
"20230910:23";"233"
"20230911:00";"204"
"20230911:01";"41"
"20230911:02";"559"
"20230911:03";"395"
"20230911:04";"303"
"20230911:05";"734"
"20230911:06";"559"
"20230911:07";"586"
"20230911:08";"887"
"20230911:09";"473"
"20230911:10";"455"
"20230911:11";"116"
"20230911:12";"613"
"20230911:13";"770"
"20230911:14";"31"
"20230911:15";"193"
"20230911:16";"897"
"20230911:17";"538"
"20230911:18";"350"
"20230911:19";"39"
"20230911:20";"34"
"20230911:21";"356"
"20230911:22";"643"
"20230911:23";"251"
"20230912:00";"919"
"20230912:01";"521"
"20230912:02";"884"
"20230912:03";"856"
"20230912:04";"643"
"20230912:05";"105"
"20230912:06";"89"
"20230912:07";"237"
"20230912:08";"603"
"20230912:09";"424"
"20230912:10";"630"
"20230912:11";"965"
"20230912:12";"958"
"20230912:13";"915"
"20230912:14";"435"
"20230912:15";"694"
"20230912:16";"615"
"20230912:17";"530"
"20230912:18";"893"
"20230912:19";"731"
"20230912:20";"699"
"20230912:21";"265"
"20230912:22";"162"
"20230912:23";"709"
"20230913:00";"83"
"20230913:01";"280"
"20230913:02";"416"
"20230913:03";"656"
"20230913:04";"429"
"20230913:05";"633"
"20230913:06";"527"
"20230913:07";"227"
"20230913:08";"389"
"20230913:09";"138"
"20230913:10";"459"
"20230913:11";"424"
"20230913:12";"924"
"20230913:13";"319"
"20230913:14";"977"
"20230913:15";"242"
"20230913:16";"433"
"20230913:17";"544"
"20230913:18";"20"
"20230913:19";"973"
"20230913:20";"68"
"20230913:21";"241"
"20230913:22";"66"
"20230913:23";"875"
"20230914:00";"872"
"20230914:01";"353"
"20230914:02";"90"
"20230914:03";"199"
"20230914:04";"256"
"20230914:05";"118"
"20230914:06";"287"
"20230914:07";"812"
"20230914:08";"818"
"20230914:09";"457"
"20230914:10";"277"
"20230914:11";"867"
"20230914:12";"767"
"20230914:13";"79"
"20230914:14";"525"
"20230914:15";"882"
"20230914:16";"117"
"20230914:17";"96"
"20230914:18";"215"
"20230914:19";"823"
"20230914:20";"756"
"20230914:21";"130"
"20230914:22";"520"
"20230914:23";"7"
"20230915:00";"386"
"20230915:01";"595"
"20230915:02";"162"
"20230915:03";"792"
"20230915:04";"461"
"20230915:05";"565"
"20230915:06";"76"
"20230915:07";"421"
"20230915:08";"355"
"20230915:09";"863"
"20230915:10";"729"
"20230915:11";"365"
"20230915:12";"374"
"20230915:13";"267"
"20230915:14";"813"
"20230915:15";"880"
"20230915:16";"637"
"20230915:17";"823"
"20230915:18";"342"
"20230915:19";"365"
"20230915:20";"122"
"20230915:21";"664"
"20230915:22";"435"
"20230915:23";"538"
"20230916:00";"707"
"20230916:01";"358"
"20230916:02";"963"
"20230916:03";"124"
"20230916:04";"768"
"20230916:05";"189"
"20230916:06";"267"
"20230916:07";"310"
"20230916:08";"482"
"20230916:09";"481"
"20230916:10";"41"
"20230916:11";"349"
"20230916:12";"134"
"20230916:13";"602"
"20230916:14";"226"
"20230916:15";"817"
"20230916:16";"500"
"20230916:17";"227"
"20230916:18";"551"
"20230916:19";"729"
"20230916:20";"458"
"20230916:21";"419"
"20230916:22";"921"
"20230916:23";"964"
"20230917:00";"462"
"20230917:01";"862"
"20230917:02";"987"
"20230917:03";"396"
"20230917:04";"685"
"20230917:05";"810"
"20230917:06";"585"
"20230917:07";"46"
"20230917:08";"959"
"20230917:09";"560"
"20230917:10";"647"
"20230917:11";"787"
"20230917:12";"548"
"20230917:13";"869"
"20230917:14";"430"
"20230917:15";"622"
"20230917:16";"922"
"20230917:17";"645"
"20230917:18";"728"
"20230917:19";"973"
"20230917:20";"640"
"20230917:21";"628"
"20230917:22";"938"
"20230917:23";"826"
"20230918:00";"953"
"20230918:01";"423"
"20230918:02";"897"
"20230918:03";"72"
"20230918:04";"68"
"20230918:05";"497"
"20230918:06";"787"
"20230918:07";"550"
"20230918:08";"808"
"20230918:09";"328"
"20230918:10";"352"
"20230918:11";"607"
"20230918:12";"31"
"20230918:13";"0"
"20230918:14";"776"
"20230918:15";"901"
"20230918:16";"296"
"20230918:17";"381"
"20230918:18";"684"
"20230918:19";"688"
"20230918:20";"710"
"20230918:21";"526"
"20230918:22";"874"
"20230918:23";"306"
"20230919:00";"976"
"20230919:01";"957"
"20230919:02";"135"
"20230919:03";"39"
"20230919:04";"313"
"20230919:05";"133"
"20230919:06";"486"
"20230919:07";"558"
"20230919:08";"258"
"20230919:09";"722"
"20230919:10";"397"
"20230919:11";"487"
"20230919:12";"379"
"20230919:13";"283"
"20230919:14";"872"
"20230919:15";"493"
"20230919:16";"738"
"20230919:17";"640"
"20230919:18";"445"
"20230919:19";"774"
"20230919:20";"630"
"20230919:21";"473"
"20230919:22";"434"
"20230919:23";"274"
"20230920:00";"839"
"20230920:01";"857"
"20230920:02";"23"
"20230920:03";"823"
"20230920:04";"400"
"20230920:05";"717"
"20230920:06";"565"
"20230920:07";"459"
"20230920:08";"289"
"20230920:09";"927"
"20230920:10";"117"
"20230920:11";"868"
"20230920:12";"889"
"20230920:13";"659"
"20230920:14";"312"
"20230920:15";"946"
"20230920:16";"830"
"20230920:17";"83"
"20230920:18";"821"
"20230920:19";"900"
"20230920:20";"554"
"20230920:21";"995"
"20230920:22";"801"
"20230920:23";"284"
"20230921:00";"639"
"20230921:01";"27"
"20230921:02";"137"
"20230921:03";"247"
"20230921:04";"398"
"20230921:05";"128"
"20230921:06";"596"
"20230921:07";"542"
"20230921:08";"741"
"20230921:09";"952"
"20230921:10";"682"
"20230921:11";"842"
"20230921:12";"622"
"20230921:13";"486"
"20230921:14";"354"
"20230921:15";"418"
"20230921:16";"58"
"20230921:17";"985"
"20230921:18";"814"
"20230921:19";"489"
"20230921:20";"742"
"20230921:21";"153"
"20230921:22";"34"
"20230921:23";"174"
"20230922:00";"273"
"20230922:01";"650"
"20230922:02";"960"
"20230922:03";"778"
"20230922:04";"855"
"20230922:05";"70"
"20230922:06";"550"
"20230922:07";"771"
"20230922:08";"763"
"20230922:09";"861"
"20230922:10";"175"
"20230922:11";"822"
"20230922:12";"648"
"20230922:13";"374"
"20230922:14";"619"
"20230922:15";"26"
"20230922:16";"76"
"20230922:17";"494"
